,id,title,body,tags,answers,score
109,47126075,How to compress the string using gzip and encode in python 2.7,"<p>I'm trying to compress and encode my string using gGIP in python 2.7, I'm able to do that in Python 3 but I'm not getting same output in Python 2.7 version code:</p>

<p><strong>Python 3:</strong></p>

<pre><code>import sys
import redis
import io import StringIO
import gzip

redisConn = redis.StrictRedis(host=""127.0.0.1"", port=6379, db=0)

myValue = ""This is test data""
result = gzip.compress(myValue.encode())
redisConn.set(""myKey"", result)
</code></pre>

<p><strong>Python 2.7:</strong></p>

<pre><code>import sys
import redis
import StringIO
import gzip

redisConn = redis.StrictRedis(host=""127.0.0.1"", port=6379, db=0)
myValue = ""This is test data""
out = StringIO.StringIO()
gzip_s = gzip.GzipFile(fileobj=out, mode=""w"")
result = gzip_s.write(myValue.encode())
redisConn.set(""myKey"", result)
</code></pre>

<p>But Python 2.7 version code is breaking I'm getting an error:
'int' object has no attribute 'encode'</p>

<p>Can someone please help what's the equivalent code of Python 2.7 - my Python 3 version is working as expected.</p>

<p>Thanks for your help in advance. </p>",python|python-2.7|gzip|encode,"<p>Here's a complete working example for Python 2.7. Note that <code>gzip_s.write()</code> returns the number of bytes written, so your code is passing an int to <code>redisConn.set(""myKey"", result)</code>. Also, you probably <em>should</em> explicitly encode and decode the data to avoid unexpected encoding/decoding errors if you ever need to store non-ASCII data.</p>

<pre><code># -*- coding: utf-8 -*-
import redis
import StringIO
import gzip

redis_cxn = redis.StrictRedis(host='127.0.0.1', port=6379, db=0)

test_data = u'This is some test data with a non-ASCII character: ñ'
print 'Test data:\n    ', test_data

out_file = StringIO.StringIO()

gzip_file = gzip.GzipFile(fileobj=out_file, mode='wb')

# If you don't encode the data yourself, it will be implicitly encoded as
# ASCII.
gzip_file.write(test_data.encode('utf-8'))

gzip_file.close()

# Get the bytes written to the underlying file object
value = out_file.getvalue()

print 'Setting value in Redis'
redis_cxn.set('key', value)

print 'Getting value from Redis'
retrieved_value = redis_cxn.get('key')

assert retrieved_value == value

in_file = StringIO.StringIO()
in_file.write(retrieved_value)
in_file.seek(0)

gzip_file = gzip.GzipFile(fileobj=in_file, mode='rb')
retrieved_data = gzip_file.read()
retrieved_data = retrieved_data.decode('utf-8')
gzip_file.close()

assert retrieved_data == test_data
print 'Data retrieved from Redis and unzippped:\n    ', test_data
</code></pre>",0
110,46921311,Fastest way to get rolling averages in pandas?,"<p>I have a list of nodes (about 2300 of them) that have hourly price data for about a year. I have a script that, for each node, loops through the times of the day to create a 4-hour trailing average, then groups the averages by month and hour. Finally, these hours in a month are averaged to give, for each month, a typical day of prices. I'm wondering if there is a faster way to do this because what I have seems to take a significant amount of time (about an hour). I also save the dataframes as csv files for later visualization (that's not the slow part). </p>

<pre><code>df (before anything is done to it)
        Price_Node_Name      Local_Datetime_HourEnding   Price      Irrelevant_column

0       My-node                 2016-08-17 01:00:00        20.95          EST
1       My-node                 2016-08-17 02:00:00        21.45          EST
2       My-node                 2016-08-17 03:00:00        25.60          EST

df_node (after the groupby as it looks going to csv)
Month        Hour             MA
1            0                23.55
1            1                23.45
1            2                21.63


 for node in node_names:
     df_node = df[df['Price_Node_Name'] == node]
     df_node['MA'] = df_node['Price'].rolling(4).mean()
     df_node = df_node.groupby([df_node['Local_Datetime_HourEnding'].dt.month, 
                      df_node['Local_Datetime_HourEnding'].dt.hour]).mean()
     df_node.to_csv('%s_rollingavg.csv' % node)
</code></pre>

<p>I get an weak error warning me about SetWithCopy, but I haven't quite figured out how to use .loc here since the column ['MA'] doesn't exist until I create it in this snippet and any way I can think of to create it before hand and fill it seems slower than what I have. Could be totally wrong though. Any help would be great. </p>

<p>python 3.6</p>",python|pandas|loops,"<p>Here's a few things to try:</p>

<p>set 'Price_Node_name' to the index before the loop</p>

<pre><code>df.set_index('Price_Node_name', inplace=True)
for node in node_names:
    df_node = df[node]
</code></pre>

<p>use <code>sort=False</code> as a kwarg in the groupby</p>

<pre><code>df_node.groupby(..., sort=False).mean()
</code></pre>

<p>Perform the rolling average AFTER the groupby, or don't do it at all--I don't think you need it in your case. Averaging the hourly totals for a month will give you the expected values for a typical day, which is what you desire. If you still want the rolling average, perform it on the averaged hourly totals for each month.</p>",0
111,46921311,Fastest way to get rolling averages in pandas?,"<p>I have a list of nodes (about 2300 of them) that have hourly price data for about a year. I have a script that, for each node, loops through the times of the day to create a 4-hour trailing average, then groups the averages by month and hour. Finally, these hours in a month are averaged to give, for each month, a typical day of prices. I'm wondering if there is a faster way to do this because what I have seems to take a significant amount of time (about an hour). I also save the dataframes as csv files for later visualization (that's not the slow part). </p>

<pre><code>df (before anything is done to it)
        Price_Node_Name      Local_Datetime_HourEnding   Price      Irrelevant_column

0       My-node                 2016-08-17 01:00:00        20.95          EST
1       My-node                 2016-08-17 02:00:00        21.45          EST
2       My-node                 2016-08-17 03:00:00        25.60          EST

df_node (after the groupby as it looks going to csv)
Month        Hour             MA
1            0                23.55
1            1                23.45
1            2                21.63


 for node in node_names:
     df_node = df[df['Price_Node_Name'] == node]
     df_node['MA'] = df_node['Price'].rolling(4).mean()
     df_node = df_node.groupby([df_node['Local_Datetime_HourEnding'].dt.month, 
                      df_node['Local_Datetime_HourEnding'].dt.hour]).mean()
     df_node.to_csv('%s_rollingavg.csv' % node)
</code></pre>

<p>I get an weak error warning me about SetWithCopy, but I haven't quite figured out how to use .loc here since the column ['MA'] doesn't exist until I create it in this snippet and any way I can think of to create it before hand and fill it seems slower than what I have. Could be totally wrong though. Any help would be great. </p>

<p>python 3.6</p>",python|pandas|loops,"<p>edit: I might have misread the question here, hopefully this at least sparks some ideas for the solution. </p>

<p>I think it is useful to have the index as the datetime column when working with time series data in Pandas.</p>

<p>Here is some sample data:</p>

<pre><code>Out[3]:
                          price
date
2015-01-14 00:00:00  155.427361
2015-01-14 01:00:00  205.285202
2015-01-14 02:00:00  205.305021
2015-01-14 03:00:00  195.000000
2015-01-14 04:00:00  213.102000
2015-01-14 05:00:00  214.500000
2015-01-14 06:00:00  222.544375
2015-01-14 07:00:00  227.090251
2015-01-14 08:00:00  227.700000
2015-01-14 09:00:00  243.456190
</code></pre>

<p>We use <a href=""https://pandas.pydata.org/pandas-docs/stable/generated/pandas.Series.rolling.html"" rel=""nofollow noreferrer""><code>Series.rolling</code></a> to create an <code>MA</code> column, i.e. we apply the method to the <code>price</code> column, with a two-period window, and call <code>mean</code> on the resulting <code>rolling</code> object:</p>

<pre><code>In [4]: df['MA'] = df.price.rolling(window=2).mean()

In [5]: df
Out[5]:
                          price          MA
date
2015-01-14 00:00:00  155.427361         NaN
2015-01-14 01:00:00  205.285202  180.356281
2015-01-14 02:00:00  205.305021  205.295111
2015-01-14 03:00:00  195.000000  200.152510
2015-01-14 04:00:00  213.102000  204.051000
2015-01-14 05:00:00  214.500000  213.801000
2015-01-14 06:00:00  222.544375  218.522187
2015-01-14 07:00:00  227.090251  224.817313
2015-01-14 08:00:00  227.700000  227.395125
2015-01-14 09:00:00  243.456190  235.578095
</code></pre>

<p>And if you want <code>month</code> and <code>hour</code> columns, can extract those from the index: </p>

<pre><code>In [7]: df['month'] = df.index.month  

In [8]: df['hour'] = df.index.hour

In [9]: df
Out[9]:
                          price          MA  month  hour
date
2015-01-14 00:00:00  155.427361         NaN      1     0
2015-01-14 01:00:00  205.285202  180.356281      1     1
2015-01-14 02:00:00  205.305021  205.295111      1     2
2015-01-14 03:00:00  195.000000  200.152510      1     3
2015-01-14 04:00:00  213.102000  204.051000      1     4
2015-01-14 05:00:00  214.500000  213.801000      1     5
2015-01-14 06:00:00  222.544375  218.522187      1     6
2015-01-14 07:00:00  227.090251  224.817313      1     7
2015-01-14 08:00:00  227.700000  227.395125      1     8
2015-01-14 09:00:00  243.456190  235.578095      1     9
</code></pre>

<p>Then we can use <code>groupby</code>:</p>

<pre><code>In [11]: df.groupby([
    ...:     df['month'],
    ...:     df['hour']
    ...: ]).mean()[['MA']]
Out[11]:
                    MA
month hour
1     0            NaN
      1     180.356281
      2     205.295111
      3     200.152510
      4     204.051000
      5     213.801000
      6     218.522187
      7     224.817313
      8     227.395125
      9     235.578095
</code></pre>",1
112,46867659,Flask mysql getting response to SQL commands (not using SQL-Alchemy),"<p>First, I understand the value of using ORM solutions, and will use SQL-Alchemy later.</p>

<p>I have installed Flask and am using flask-mysql.</p>

<p>I do not know how to get the results for a SQL ""desc "" command.</p>

<p>Here is the code I'm working with:</p>

<pre><code>from flask import Flask, render_template, request, redirect, jsonify
import requests
from flaskext.mysql import MySQL

app = Flask(__name__)

@app.route(""/"")
def main():
    return render_template('login.html')

@app.route(""/login"", methods=['POST'])
def login():
    #username = request.form['username']   #not using the form fields yet
    #password = request.form['password']
    mysql = MySQL()
    app.config['MYSQL_DATABASE_USER'] = '&lt;my user here&gt;'
    app.config['MYSQL_DATABASE_PASSWORD'] = '&lt;password here&gt;'
    app.config['MYSQL_DATABASE_DB'] = '&lt;database name here&gt;'
    app.config['MYSQL_DATABASE_HOST'] = '&lt;database server IP address here&gt;'
    mysql.init_app(app)

    conn = mysql.connect()
    cursor = conn.cursor()
    #cursor = mysql.connection.cursor()  #invalid code, at least for this version of flask-mysql
    cursor.execute(""desc user;"")
    result = jsonify(cursor.fetchall())

    #row = cursor.fetchone()
    return ""&lt;!DOCTYPE html&gt;&lt;html&gt;&lt;body&gt;"" + str(result)+ ""&lt;/body&gt;&lt;/html&gt;""

if __name__ == ""__main__"":
    app.run()
</code></pre>

<p>It appears to be connecting to the database, logging in, and sending the desc command OK because result's contents are ""Response 268 bytes [200 OK]"" (can see that by looking at the page source code after getting the response in the browser).</p>

<p>Is there any way to get the results (table description) and not just an ""OK I ran this command""?</p>

<p>Thank you.</p>",python|mysql|sql|flask|flask-mysql,"<p>I suppose you would like to get all records and sort them in desc order. You may try this.</p>

<pre><code>from flask_mysqldb import MySQL

app.config['MYSQL_HOST'] = 'localhost'
app.config['MYSQL_USER'] = 'root'
app.config['MYSQL_PASSWORD'] = 
app.config['MYSQL_DB'] = 
app.config['MYSQL_CURSORCLASS'] = 'DictCursor'


# initialize mysql
mysql = MySQL(app)

...

@app.route('/posts')
def posts():
    cur = mysql.connection.cursor()
    result = cur.execute('SELECT * FROM posts ORDER BY postdate DESC ')
    posts = cur.fetchall()

    if result &gt; 0:
        return render_template('posts.html', posts=posts)
    else:
        message = 'I shouldn't find any post'
        return render_template('posts.html', message=message)

    cur.close
</code></pre>",0
113,46918560,What does this actually mean? [Mainly on the for loop],"<p>I must confess that I am not a great programmer (basically I am a beginner). I would like some help with understanding what is going in the code (which does work) but I need to ensure full comprehension before I feel ready to move on.</p>

<p>I have researched upon the 'for loop' but still, I cannot grasp what goes on in this part of code which was constructed with some help by observing answers to similar tasks. </p>

<p><strong>Please could someone tell me what exactly goes on specifically on the 'for loop'!</strong></p>

<p>This is the code:</p>

<pre><code>while Checks != 5:
  for seqs in seqs:
    if seqs in UserPass:
      NumOfSeqs = UserPass.count(seqs)
      PointScore -= 5 * NumOfSeqs
      x += 1
  Checks += 1
print(PointScore)
</code></pre>

<p>Thanks you in advance!</p>",python,"<p>A loop like:</p>

<pre><code>for x in y:
    some code here
</code></pre>

<p>means to repeatedly execute <code>some code here</code>, each time setting <code>x</code> to the next item in <code>y</code>. <code>y</code> can be any kind of iterable object: a list (it loops through the elements), a string (it loops through the characters), a dictionary (it loops through the keys), etc.</p>

<p>So when you write</p>

<pre><code>for seqs in seqs:
</code></pre>

<p>the first iteration will set <code>seqs</code> to the first item in <code>seqs</code>, the second iteration will set it to the second item, and so on.</p>

<p>Since you're using the same variable for the original list and the iteration variable, when the loop is done <code>seqs</code> will hold the last item, not the original list. You almost certainly don't want to do that, you should use a different variable, e.g.</p>

<pre><code>for seq in seqs:
</code></pre>

<p>Then use <code>seq</code> inside the loop to refer to the current element.</p>",0
114,20970413,Regular expression match a or b pattern,"<p>I've got a small problem with the regular expression library in python, specifically with the match method with different patterns:</p>

<pre><code>import re
files = [""noi100k_0p55m0p3_fow71f"",\
     ""fnoi100v5_71f60s"",\
     ""noi100k_0p55m0p3_151f_560s"",\
     ""noi110v25_560s""]

for i in files:
    keyws = i.split(""_"")
    for j in keyws:
        if re.match(r""noi(\w+)k|fnoi(\w+)v(\w+)|noi(\w+)v(\w+)"",j): 
            print ""Results :"", re.match(r""noi(\w+)k|fnoi(\w+)v(\w+)|noi(\w+)v(\w+)"",j).group(1)
</code></pre>

<p>The results are:</p>

<pre><code>Results : 100
Results : None
Results : 100
Results : None
</code></pre>

<p>When I would expect:</p>

<pre><code>Results : 100
Results : 100
Results : 100
Results : 110
</code></pre>

<p>The only match is for <code>""noi(\w+)k""</code> it does not seems to test the other patterns but <code>re.match(a|b,string)</code> should check the <code>a</code> and <code>b</code> pattern no?</p>",python|regex,"<p>Your groups are numbered from left to right; if <em>one</em> of the alternatives matches, then it is <em>that group</em> you need to extract.</p>

<p>You have 5 groups, either group 1, or groups 2 and 3, or groups 4 and 5 will contain a match:</p>

<pre><code>for j in keyws:
    match = re.match(r""noi(\w+)k|fnoi(\w+)v(\w+)|noi(\w+)v(\w+)"",j)
    if match: 
        results = match.group(1) or match.group(2) or match.group(4)
        print ""Results :"", results
</code></pre>

<p>would print the first matched <code>\w+</code> group in each alternative.</p>

<p>Demo:</p>

<pre><code>&gt;&gt;&gt; import re
&gt;&gt;&gt; files = [""noi100k_0p55m0p3_fow71f"",\
...      ""fnoi100v5_71f60s"",\
...      ""noi100k_0p55m0p3_151f_560s"",\
...      ""noi110v25_560s""]
&gt;&gt;&gt; for i in files:
...     keyws = i.split(""_"")
...     for j in keyws:
...         match = re.match(r""noi(\w+)k|fnoi(\w+)v(\w+)|noi(\w+)v(\w+)"",j)
...         if match: 
...             results = match.group(1) or match.group(2) or match.group(4)
...             print ""Results :"", results
... 
Results : 100
Results : 100
Results : 100
Results : 110
</code></pre>

<p>If you are not going to use of the other two captured <code>(\w+)</code> groups, remove the parenthesis to make picking the matched group a little easier:</p>

<pre><code>match = re.match(r""noi(\w+)k|fnoi(\w+)v\w+|noi(\w+)v\w+"",j)
if match: 
    results = next(g for g in match.groups() if g)
    print ""Results :"", results
</code></pre>

<p>which picks the first matched group that is not empty.</p>

<p>Your pattern could be further simplified if you accept <code>fnoi(\w+)k</code> as a possibility too:</p>

<pre><code>match = re.match(r""f?noi(\w+)[kv](\w*)"", j)
</code></pre>

<p>at which point there is only ever a <code>.group(1)</code>.</p>",1
115,20974780,Access django sqlite db from external script,"<p>I want to prepopulate my db using an external script. The script is the following</p>

<pre><code># -*- coding:utf-8-*-
import os, sys
from random import choice
PROJECT_DIR = os.path.abspath(os.path.join(os.path.abspath(__file__),'..','..'))

sys.path.append(PROJECT_DIR)
os.environ['DJANGO_SETTINGS_MODULE']='geoedu.settings'

from school.models import School    
from student.models import Student

if __name__=='__main__':
    student = Student(first_name=choice(first_names_males), last_name=choice(last_names_males),
                  father_name=choice(first_names_males), mother_name=choice(first_names_females),
                  mobile=choice(mobiles), telephone=choice(telephones))
    student.save()
</code></pre>

<p>where the arguments in choice are lists with names and telephones. When i run it though i get the following error</p>

<pre><code>django.db.utils.DatabaseError: no such table: student_student
</code></pre>

<p>The directory tree</p>

<pre><code>geoedu
├── geoedu
│   ├── __init__.py
│   ├── __init__.pyc
│   ├── settings.py
│   ├── settings.pyc
│   ├── urls.py
│   ├── urls.pyc
│   ├── wsgi.py
│   └── wsgi.pyc
├── geoedu.db
├── geoedu.sublime-project
├── geoedu.sublime-workspace
├── manage.py
├── school
│   ├── admin.py
│   ├── admin.pyc
│   ├── __init__.py
│   ├── __init__.pyc
│   ├── models.py
│   ├── models.pyc
│   ├── tests.py
│   └── views.py
├── scripts
│   └── populate.py
└── student
    ├── admin.py
    ├── admin.pyc
    ├── __init__.py
    ├── __init__.pyc
    ├── models.py
    ├── models.pyc
    ├── tests.py
    └── views.py
</code></pre>

<p>What it does is it creates a new geoedu.db inside the script folder and uses that(which is empty and has no student_student table ofcourse)</p>

<p>Why is that happening?The PROJECT_DIR is the correct one(printed it out) and is the root of the tree that is the geodedu on the top of all. </p>

<p>EDIT: new geoedu.db gets created when creating new student. If I comment out those lines geoedu.db doesn't get created. </p>",python|django|sqlite|external-script,"<p>Defining models in Django helps you to manipulate instances.</p>

<p>But, before, you have to create the table ""skeleton"" in your sqlite db</p>

<p>For this, you just need to synchronize the db with Django by doing :</p>

<pre><code>python manage.py syncdb
</code></pre>

<p>This has to be done one time only.</p>

<p>In the future, you will probably needs to make your models evolve (thus needing similar db evolutions), at this time South - or adhoc schema evolution queries - will be useful (<a href=""http://south.aeracode.org/"" rel=""nofollow"">http://south.aeracode.org/</a>) but as far as you're prototyping, you can just remove db and recreate it with good table by executing syncdb</p>",0
116,20974780,Access django sqlite db from external script,"<p>I want to prepopulate my db using an external script. The script is the following</p>

<pre><code># -*- coding:utf-8-*-
import os, sys
from random import choice
PROJECT_DIR = os.path.abspath(os.path.join(os.path.abspath(__file__),'..','..'))

sys.path.append(PROJECT_DIR)
os.environ['DJANGO_SETTINGS_MODULE']='geoedu.settings'

from school.models import School    
from student.models import Student

if __name__=='__main__':
    student = Student(first_name=choice(first_names_males), last_name=choice(last_names_males),
                  father_name=choice(first_names_males), mother_name=choice(first_names_females),
                  mobile=choice(mobiles), telephone=choice(telephones))
    student.save()
</code></pre>

<p>where the arguments in choice are lists with names and telephones. When i run it though i get the following error</p>

<pre><code>django.db.utils.DatabaseError: no such table: student_student
</code></pre>

<p>The directory tree</p>

<pre><code>geoedu
├── geoedu
│   ├── __init__.py
│   ├── __init__.pyc
│   ├── settings.py
│   ├── settings.pyc
│   ├── urls.py
│   ├── urls.pyc
│   ├── wsgi.py
│   └── wsgi.pyc
├── geoedu.db
├── geoedu.sublime-project
├── geoedu.sublime-workspace
├── manage.py
├── school
│   ├── admin.py
│   ├── admin.pyc
│   ├── __init__.py
│   ├── __init__.pyc
│   ├── models.py
│   ├── models.pyc
│   ├── tests.py
│   └── views.py
├── scripts
│   └── populate.py
└── student
    ├── admin.py
    ├── admin.pyc
    ├── __init__.py
    ├── __init__.pyc
    ├── models.py
    ├── models.pyc
    ├── tests.py
    └── views.py
</code></pre>

<p>What it does is it creates a new geoedu.db inside the script folder and uses that(which is empty and has no student_student table ofcourse)</p>

<p>Why is that happening?The PROJECT_DIR is the correct one(printed it out) and is the root of the tree that is the geodedu on the top of all. </p>

<p>EDIT: new geoedu.db gets created when creating new student. If I comment out those lines geoedu.db doesn't get created. </p>",python|django|sqlite|external-script,"<p>The problem was that i hadn't used an absolute path for the database name in the settings.py file. I added this in the NAME of the database engine</p>

<pre><code>'NAME':os.path.join(SETTINGS_DIR,'geoedu.db')
</code></pre>

<p>and everything worked as it should. PROJECT_DIR is</p>

<pre><code>SETTINGS_DIR = os.path.dirname(__file__)
</code></pre>

<p>so the database is created inside settings folder. If you wanted inside projects folder you should do</p>

<pre><code>'NAME':os.path.abspath(os.path.join(SETTINGS_DIR,'..','geoedu.db'))
</code></pre>",0
117,21418823,Dynamically increment/decrement the value of a variable?,"<p>I have a situation where the variable <code>max_order</code> is calculated depending on the value of other variables such that sometimes <code>max_order</code> is positive and others negative. Here's my code:</p>

<pre><code>def delta_value(direction):
    diff=value2-value1
    if diff &gt; 0: ascend=""+""; descend=""-""
    elif diff &lt; 0: ascend=""-""; descend=""+""
    if direction == ""increase"": return ascend
    elif direction == ""decrease"": return descend

def calc_max_order():
    global max_order
    if num &lt; max_num:
        while num &lt; max_num:
            exec(""max_order%s=1"" % delta_value(""decrease""))
    elif num &gt; max_num:
        while num &gt; max_num:
            exec(""max_order%s=1"" % delta_value(""increase""))
</code></pre>

<p>This code doesn't seem to work (i.e. it doesn't change the value of max_order), but there are no errors returned. It stays stuck in the while loops. The code does work when <code>calc_max_order</code> is not a function, but in the main block. However, I want to make it a function to clean up my code.</p>

<p>I know that most people say it is unwise to use exec, but I'm just starting to learn python and I'm not sure how else to do it. I suppose I could use a bunch of if statements, but I imagine there is a cleaner way to do it.</p>

<p>So, to be clear, my question is: </p>

<p>Is there a way to either make <code>exec(""max_order%s=1"" % delta_order_value(""decrease""))</code> work inside a function, or is there an alternative method to dynamically increse/decrease <code>max_order</code> depending on the output of <code>delta_value</code>?</p>",python,"<p>The use of <code>exec()</code> is a huge red flag. You can do this with a fixed <code>+=</code> and a varying delta.</p>

<pre><code>delta = (+1 if ascending else -1)
max_order += delta
</code></pre>

<p>And if you need to reverse the sense of <code>delta</code>, negate it:</p>

<pre><code>max_order -= delta;
# or
delta = -delta;
# or
delta *= -1;
</code></pre>",1
118,21418823,Dynamically increment/decrement the value of a variable?,"<p>I have a situation where the variable <code>max_order</code> is calculated depending on the value of other variables such that sometimes <code>max_order</code> is positive and others negative. Here's my code:</p>

<pre><code>def delta_value(direction):
    diff=value2-value1
    if diff &gt; 0: ascend=""+""; descend=""-""
    elif diff &lt; 0: ascend=""-""; descend=""+""
    if direction == ""increase"": return ascend
    elif direction == ""decrease"": return descend

def calc_max_order():
    global max_order
    if num &lt; max_num:
        while num &lt; max_num:
            exec(""max_order%s=1"" % delta_value(""decrease""))
    elif num &gt; max_num:
        while num &gt; max_num:
            exec(""max_order%s=1"" % delta_value(""increase""))
</code></pre>

<p>This code doesn't seem to work (i.e. it doesn't change the value of max_order), but there are no errors returned. It stays stuck in the while loops. The code does work when <code>calc_max_order</code> is not a function, but in the main block. However, I want to make it a function to clean up my code.</p>

<p>I know that most people say it is unwise to use exec, but I'm just starting to learn python and I'm not sure how else to do it. I suppose I could use a bunch of if statements, but I imagine there is a cleaner way to do it.</p>

<p>So, to be clear, my question is: </p>

<p>Is there a way to either make <code>exec(""max_order%s=1"" % delta_order_value(""decrease""))</code> work inside a function, or is there an alternative method to dynamically increse/decrease <code>max_order</code> depending on the output of <code>delta_value</code>?</p>",python,"<p>Change <code>delta_value()</code> to:</p>

<pre><code>def delta_value(direction):
    diff = cmp(value2, value1)   # -1 for &lt;, 0 for ==, 1 for &gt;
    if direction == ""increase"": diff = -dif
    return diff
</code></pre>

<p><em>...meanwhile...</em></p>

<p>In place of the <code>exec</code>, you can now have:</p>

<pre><code>max_order = max_order + diff
</code></pre>

<p>Diff is either positive or negative, rather than '+' or '-'</p>",1
119,33703325,How can I run a script as part of a Travis CI build?,"<p>As part of a Python package I have a script <code>myscript.py</code> at the root of my project and </p>

<pre><code>setup(scripts=['myscript.py'], ...) 
</code></pre>

<p>in my <code>setup.py</code>.</p>

<p>Is there an entry I can provide to my <code>.travis.yml</code> that will run <code>myscript.py</code> (e.g. after my tests)?</p>

<p>I've tried </p>

<pre><code>language: python

python:
  - ""2.7""

install:
  - pip install -r requirements.txt
  - pip install pytest

script:
  - py.test -v --color=yes --exitfirst --showlocals --durations=5
  - myscript.py some args
</code></pre>

<p>but get a ""command not found"" error.</p>

<p>I don't need (or really want) the script to be part of the test suite, I just want to see it's output in the Travis log (and, of corse, fail the build if it errors).</p>

<p>How can I run a package script as part of a Travis CI build?</p>",python|travis-ci,"<p>As mentioned in the comments (you need to call python):</p>

<pre><code>language: python

python:
  - ""2.7""

install:
  - pip install -r requirements.txt
  - pip install pytest

script:
  - py.test -v --color=yes --exitfirst --showlocals --durations=5
  - python myscript.py some args
</code></pre>

<p>(Prepending python in the last line.)</p>

<p>Aside: travis should have pytest preinstalled.</p>

<hr>

<p>There's also an <code>after_success</code> block which can be useful in these cases (for running a script only if the tests pass, and not affecting the success of the builds) - often this is used for posting coverage stats.</p>

<pre><code>language: python

python:
  - ""2.7""

install:
  - pip install -r requirements.txt
  - pip install pytest

script:
  - py.test -v --color=yes --exitfirst --showlocals --durations=5

after_success:
  - python myscript.py some args
</code></pre>",9
120,33953054,How to write domain filter onchange function for one2many field in odoo?,"<p>In the following case I have written <strong>def onchange_insp(self, cr, uid, ids, folionum,context=None)</strong>  function  but at <strong>inspec_type</strong> in  <strong>'feedback.tree'</strong> is not working properly.</p>

<pre><code>    from openerp.osv import fields, osv
    from openerp import api
    import logging

    class feedback_form(osv.Model):
        _name = 'feedback.form'

        _columns = {
            'company_id111': fields.many2one('res.company', 'Substation', required=True),

            'folionum' : fields.many2one('calendar.event','Maintenance ID',),
            'folio_number' : fields.many2one('asset.asset','Folio number',),
            # this field is filtering properly
            'inspec_type' : fields.many2one('asset1.inspection','Inspection Type',),

            'frequency' : fields.char('Frequency'),
            'shutdown' : fields.char('Shut Down'),
            #'insp_msr1' : fields.many2one('results.measure','Result',),

            'insp_rslt' : fields.one2many('feedback.tree','insp_rsltts','Inspection Result',),

        }


        def onchange_insp(self, cr, uid, ids, folionum,context=None):
            dids = []
            res = {}
            for record in self.pool.get('calendar.event').browse(cr, uid, folionum, context=context):
                dids = [x.id for x in record.inspection_name]
            dids1 = []
            for record in self.pool.get('calendar.event').browse(cr, uid, folionum, context=context):
                dids1 = [x.id for x in record.folio_num1]
            res.update({'inspec_type':[('id','in',dids)]})

            res.update({'folio_number':[('id','in',dids1)]})

            return {'domain':res}


    feedback_form()

    class feedback_tree(osv.Model):
        _name = 'feedback.tree'


        _columns = {
            **# How to do this for this field please reply me soon**
            'inspec_type' : fields.many2one('asset1.inspection','Inspection Type',),
            'valuess' : fields.char('Values/Results'),
            'insp_rsltts': fields.many2one('feedback.form','Result Id'),
            'insp_msr1' : fields.many2one('results.measure','Result',),
        }



        def onchange_measure(self, cr, uid, ids, inspec_type, context=None):
            dids = []
            for record in self.pool.get('asset1.inspection').browse(cr, uid, inspec_type, context=context):
                dids = [x.id for x in record.msr_insp]
            return {'domain':{'insp_msr1':[('id','in',dids)]}}

    feedback_tree()
</code></pre>",python|openerp,"<p>With version odoo 10.0</p>

<blockquote>
  <p>Solution applicable to one2many and many2many too :)</p>
</blockquote>

<p>class res_partner(models.Model):
    _inherit = ""res.partner""</p>

<pre><code>sb_sector_id = fields.Many2one('sb.business_sector',string=""Business Sector"" )
sb_categories_id = fields.Many2many('sb.business_categories','rel_sb_business_cates','confirm_id','status_id', string='Business Categories', required=False)

sb_activity_id = fields.Many2many('sb.business_activties','rel_sb_business_activties','confirm_id','status_id', string='Neclamenture of activities', required=False)


@api.onchange('sb_sector_id')
def onchange_sb_sector_id(self):
    return {'domain':{'sb_categories_id':[('sector_id','=',self.sb_sector_id.id if self.sb_sector_id else False)]}}
</code></pre>

<p>Mainly in return you had to write domain with field and give domain value.</p>

<pre><code>return {'domain':{'sb_categories_id':[('sector_id','=',self.sb_sector_id.id if self.sb_sector_id else False)]}}
</code></pre>",4
